Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Class of Orbit,Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Date of Launch,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
SNaP-3 Alice,NR,US Army Space and Missile Defense Command,USA,Military,Technology Development,LEO,495.0,801.0,0.0218,64.78,97.68,10/8/2015,US Army Space and Missile Defense Command,USA,Cape Canaveral,Atlas 5,2015-058G,40970.0
SNaP-3-1,NR,US Southern Command,USA,Military,Communications,LEO,443.0,886.0,0.0315,120.3,98,12/6/2013,Naval Post-Graduate School,USA,Vandenberg AFB,Atlas 5,2013-072G,39468.0
SOCRATES,Japan,National Institute of Information and Communications Technology (JPN),Japan,Commercial,Technology Development,LEO,618.0,629.0,0.000786,97.87,97.17,5/24/2014,"Advanced Engineering Services Company, Ltd.",Japan,Tanegashima Space Center,H-2A,2014-029C,39768.0
SOHLA 1,Japan,Astrotech SOHLA,Japan,Civil,Technology Development,LEO,657.0,665.0,0.000569,98.1,98,1/23/2009,Space Oriented Higashiosaka Leading Association,Japan,Tanegashima Space Center,H-2A,2009-002E,33496.0
SOlar Radiation and Climate Experiment (SORCE),USA,"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",USA,Government/Civil,Space Science,LEO,600.0,633.0,0.00236,40.0,97,1/25/2003,Orbital Sciences Corp.,USA,Cape Canaveral,Pegasus XL,2003-004A,27651.0
Spaceway 3,USA,Hughes Network Systems,USA,Commercial,Communications,GEO,35785.0,35787.0,2.37e-05,0.06,1436.1,8/14/2007,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-036A,32018.0
Spaceway F1,USA,"DirecTV, Inc.",USA,Commercial,Communications,GEO,35785.0,35787.0,2.37e-05,0.05,1436.1,4/26/2005,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2005-015A,28644.0
Spaceway F2,USA,"DirecTV, Inc.",USA,Commercial,Communications,GEO,35785.0,35787.0,2.37e-05,0.04,1436.1,11/16/2005,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,2005-046B,28903.0
Spainsat,NR,Hisdesat/Ministry of Defense,Spain,Military,Communications,GEO,35745.0,35826.0,0.000961,0.06,1436.1,3/11/2006,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-007A,28946.0
Spektr-R/RadioAstron,Russia,Astro Space Center of Moscow/Russian Academy of Sciences,Multinational,Government,Space Science,LEO,1000.0,330000.0,0.957,51.46,8 days,7/18/2011,Lavochkin,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,2011-037A,37755.0
SpinSat,USA,US Naval Research Laboratory,USA,Military,Technology Development,LEO,406.0,419.0,0.000958,51.65,92.81,11/28/2014,U.S. Naval Research Laboratory,USA,International Space Station,Cyclops Deployer System,1998-067FL,40314.0
SPIRALE-A,France,Ministry of Defense/General Delegation for Ordnance (DGA),France,Military,Technology Development,Elliptical,240.0,31342.0,0.702,2.0,547,2/11/2009,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008C,33751.0
SPIRALE-B,France,Ministry of Defense/General Delegation for Ordnance (DGA),France,Military,Technology Development,Elliptical,389.0,17480.0,0.558,2.1,314,2/11/2009,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008D,33752.0
Spot 6,France,Spot Image,France/Belgium/Sweden,Commercial,Earth Observation,LEO,696.0,699.0,0.000212,98.2,98.73,9/9/2012,EADS Astrium,France/UK/Germany,Satish Dhawan Space Center,PSLV,2012-047A,38755.0
Spot 7,France,Spot Image,France/Belgium/Sweden,Commercial,Earth Observation,LEO,643.0,660.0,0.00121,98.2,97.77,6/30/2014,Airbus Defense and Space,France/UK/Germany,Satish Dhawan Space Center,PSLV-CA,2014-034A,40053.0
SPROUT,Japan,Nihon University,Japan,Civil,Technology Development,LEO,614.0,629.0,0.00107,97.87,97.13,5/24/2014,Nihon University,Japan,Tanegashima Space Center,H-2A,2014-029E,39770.0
SRMSat,India,SRM University,India,Civil,Technology Development,LEO,850.0,868.0,0.00124,20.0,102.1,10/12/2011,SRM University,India,Satish Dhawan Space Center,PSLV,2011-058D,37841.0
SSOT,Chile,Chilean Air Force,Chile,Government/Military,Earth Observation,LEO,622.0,624.0,0.000143,98.0,97.2,12/17/2011,Astrium,France,Guiana Space Center,Soyuz 2/Fregat,2011-076E,38011.0
ST-2,NR,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Singapore/Taiwan,Commercial,Communications,GEO,35783.0,35791.0,9.49e-05,0.02,1436.12,5/20/2011,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5,2011-022B,37606.0
Star 1 C1,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,GEO,35703.0,35778.0,0.000891,0.03,1436,11/14/2007,Thales Alenia Space,France,Guiana Space Center,Ariane 5,2007-056A,32293.0
Star 1 C2,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,GEO,35776.0,35796.0,0.000237,0.06,1436.1,4/18/2008,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2008-018B,32768.0
Star 1 C3,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,GEO,35791.0,35848.0,0.000676,0.02,1437.78,11/10/2012,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2012-062A,38991.0
Star 1 C4,NR,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,GEO,35786.0,35801.0,0.000178,0.0,1436.1,7/15/2015,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2015-034B,40733.0
STARE-B,USA,National Reconaissance Office,USA,Military,Space Science,LEO,500.0,506.0,0.000436,40.5,94.6,11/19/2013,Lawrence Livermore National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,2013-064T,39397.0
USA 217,USA,USAF Space Test Program,USA,Military,Technology Development,LEO,650.0,650.0,0.0,72.0,97.73,11/20/2010,Ball Aerospace,USA,Kodiak Launch Complex,Minotaur 4,2010-062A,37222.0
STPSat-3,USA,US Air Force,USA,Military,Technology Development,LEO,497.0,507.0,0.000728,40.51,94.66,11/19/2013,Ball Aerospace,USA,Wallops Island Flight Facility,Minotaur 1,2013-064A,39380.0
STRaND-1,United Kingdom,Surrey Satellite Technology Limited (SSTL),United Kingdom,Commercial,Technology Development,LEO,772.0,783.0,0.000769,98.6,100.4,2/25/2013,Surrey Satellite Technology Limited (SSTL),UK,Satish Dhawan Space Center,PSLV,2013-009E,39090.0
Cosmos 2385,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1417.0,1425.0,0.000513,82.5,114.2,12/27/2001,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,2001-058B,27056.0
Cosmos 2386,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1415.0,1419.0,0.000257,82.5,114.2,12/27/2001,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,2001-058C,27057.0
Cosmos 2390,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1468.0,1506.0,0.00242,8.5,115.7,7/8/2002,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2002-036A,27464.0
Cosmos 2391,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1466.0,1506.0,0.00255,82.5,115.7,7/8/2002,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2002-036B,27465.0
Cosmos 2400,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1467.0,1503.0,0.00229,82.5,115.7,8/19/2003,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2003-037A,27868.0
Cosmos 2401,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1465.0,1502.0,0.00236,82.5,115.6,8/19/2003,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2003-037B,27869.0
Cosmos 2408,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1471.0,1495.0,0.00153,82.5,115.5,9/23/2004,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2004-037A,28419.0
Cosmos 2409,Russia,Ministry of Defense,Russia,Military,Communications,LEO,1474.0,1495.0,0.00134,82.5,115.6,9/23/2004,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2004-037B,28420.0
STSat-2C,South Korea,Korea Aerospace Research Institute (KARI),South Korea,Government,Technology Development,LEO,298.0,1482.0,0.0815,80.28,102.77,1/30/2013,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Naro Space Center,Naro-1,2013-003A,39068.0
STSat-3,South Korea,Korea Aerospace Research Institute (KARI),South Korea,Government,Technology Development,LEO,593.0,626.0,0.00236,97.81,96.88,11/21/2013,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Dombarovsky Air Base,Dnepr,2013-066G,39422.0
USA 205,USA,Missile Defense Agency (MDA),USA,Military,Technology Development,LEO,867.0,879.0,0.000828,98.93,102.41,5/5/2009,Northrop Grumman,USA,Vandenberg AFB,Delta 2,2009-023A,34903.0
USA 208,USA,Missile Defense Agency (MDA),USA,Military,Technology Development,LEO,1347.0,1352.0,0.000324,58.0,112.68,9/25/2009,Northrop Grumman,USA,Cape Canaveral,Delta 2,2009-052A,35937.0
USA 209,USA,Missile Defense Agency (MDA),USA,Military,Technology Development,LEO,1339.0,1351.0,0.000778,58.0,112.58,9/25/2009,Northrop Grumman,USA,Cape Canaveral,Delta 2,2009-052B,35938.0
Superbird 7,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,GEO,35778.0,35794.0,0.00019,0.12,1436.1,8/14/2008,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5 ECA,2008-038A,33274.0
Superbird-B2,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,GEO,35779.0,35793.0,0.000166,0.01,1436.09,2/18/2000,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2000-012A,26095.0
Suzaku,Japan,Japan Aerospace Exploration Agency (JAXA)/NASA,Japan/USA,Government,Space Science,LEO,548.0,558.0,0.000722,31.4,95.7,7/10/2005,Japan Aerospace Exploration Agency (JAXA),Japan,Uchinoura Space Center,M5,2005-025A,28773.0
Swayam,NR,"College of Engineering, Pune",India,Civil,Technology Development,LEO,500.0,518.0,0.00131,97.5,94.7,6/22/2016,"College of Engineering, Pune",India,Satish Dhawan Space Center,PSLV XL,2016-040J,41607.0
SWARM-A,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,LEO,473.0,476.0,0.000219,87.3,93.9,11/22/2013,Astrium,France,Plesetsk Cosmodrome,Rokot,2013-067B,39452.0
SWARM-B,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,LEO,473.0,476.0,0.000219,87.3,93.9,11/22/2013,Astrium,France,Plesetsk Cosmodrome,Rokot,2013-067A,39451.0
SWARM-C,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,LEO,486.0,496.0,0.000729,87.5,94,11/22/2013,Astrium,France,Plesetsk Cosmodrome,Rokot,2013-067C,39453.0
Swift,USA,Goddard Space Flight Center/Penn State University,USA/United Kingdom/Italy,Government/Civil,Space Science,LEO,571.0,590.0,0.00137,20.6,96.3,11/20/2004,Spectrum Astro (General Dynamics),USA,Cape Canaveral,Delta 7320,2004-047A,28485.0
SwissCube,NR,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,Civil,Technology Development,LEO,710.0,720.0,0.000706,98.3,99.1,9/23/2009,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,Satish Dhawan Space Center,PSLV,2009-051B,35932.0
Syracuse 3A,France,Defense Ministry,France,Military,Communications,GEO,35778.0,35792.0,0.000166,0.0,1436.06,10/13/2005,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2005-041B,28885.0
Syracuse 3B,France,Defense Ministry,France,Military,Communications,GEO,35772.0,35801.0,0.000344,0.03,1436.09,8/11/2006,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2006-033B,29273.0
TacSat 4,USA,Naval Research Laboratory,USA,Military,Technology Development,Elliptical,658.0,11836.0,0.443,63.64,235.16,9/27/2011,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Kodiak Launch Complex,Minotaur 4,2011-052A,37818.0
TanDEM-X,Germany,German Aerospace Center (DLR)/Astrium,Germany,Government,Earth Observation,LEO,507.0,510.0,0.000218,97.4,94.8,6/21/2010,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2010-030A,36605.0
Tango,ESA,European Space Agency (and 250 international scientific investigators),ESA,Government,Space Science,Elliptical,17313.0,120961.0,0.686,90.7,3442,8/9/2000,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-045B,26464.0
TDRS-10,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,GEO,35768.0,35802.0,0.000403,1.64,1436.04,12/4/2002,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,2002-055A,27566.0
TDRS-11,USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,USA,Government,Communications,GEO,35732.0,35844.0,0.00133,7.0,1436.18,1/31/2013,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2013-004A,39070.0
TDRS-12,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,GEO,35780.0,35785.0,5.93e-05,6.99,1435.88,1/23/2014,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-004A,39504.0
TDRS-3,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,GEO,35693.0,35878.0,0.00219,11.53,1436.06,9/29/1988,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 26),1988-091B,19548.0
TDRS-5,USA,SES Americom (SES [Société Européenne des Satellites (SES)]),USA,Government/Commercial,Communications,GEO,35773.0,35796.0,0.000273,9.4,1436.99,8/2/1991,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 43),1991-054B,21639.0
TDRS-6,USA,NASA/SES Americom (SES [Société Européenne des Satellites (SES)]),USA,Government/Commercial,Communications,GEO,35773.0,35787.0,0.000166,8.74,1435.7,1/13/1993,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 54),1993-003B,22314.0
TDRS-7,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,GEO,35767.0,35803.0,0.000427,10.6,1436.04,7/13/1995,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 70),1995-035B,23613.0
TDRS-8,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,GEO,35768.0,35808.0,0.000474,0.9,1436.2,6/30/2000,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,2000-034A,26388.0
TDRS-9,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,GEO,35768.0,35809.0,0.000486,0.02,1436.11,3/8/2002,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,2002-011A,27389.0
TechDemoSat-1,United Kingdom,Technology Strategy Board,United Kingdom,Government,Technology Development,LEO,625.0,631.0,0.000429,98.4,97.27,7/8/2014,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Baikonur Cosmodrome,Soyuz-2.1b,2014-037H,40076.0
TecSAR,NR,Defense Ministry,Israel,Military,Earth Observation,LEO,405.0,580.0,0.0128,41.03,94.5,1/21/2008,Israel Aerospace Industries (IAI),Israel,Satish Dhawan Space Center,PSLV C10,2008-002A,32476.0
TeLEOS 1,NR,AgilSpace,Singapore,Commercial,Earth Observation,LEO,535.0,550.0,0.00108,15.0,95.5,12/16/2015,ST Electronics Ltd.,Singapore,Satish Dhawan Space Center,PSLV C29,2015-077D,41169.0
Telkom 1,Indonesia,PT Telkomunikasi,Indonesia,Commercial,Communications,GEO,35778.0,35796.0,0.000213,0.02,1436.13,8/12/1999,Lockheed Martin Missiles and Space,USA,Guiana Space Center,Ariane 44P,1999-042A,25880.0
Telkom 2,Indonesia,PT Telkomunikasi,Indonesia,Commercial,Communications,GEO,35781.0,35793.0,0.000142,0.04,1436.1,11/16/2005,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2005-046A,28902.0
Telstar 11N,NR,"Telesat Canada Ltd. (BCE, Inc.)",Canada,Commercial,Communications,GEO,35774.0,35801.0,0.00032,0.04,1436.13,2/26/2009,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SLB,2009-009A,34111.0
Telstar 12,USA,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Multinational,Commercial,Communications,GEO,35773.0,35799.0,0.000308,0.05,1436.09,10/19/1999,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP,1999-059A,25949.0
Telstar 12V,NR,"Telesatd Canada Ltd. (BCE, Inc.)",Canada,Commercial,Communications,GEO,35645.0,35727.0,0.000975,0.1,1436.1,11/24/2015,Airbus Defense and Space,France/UK/Germany/Spain,Tanegashima Space Center,H-2A,2015-068A,41036.0
Telstar 14R,Brazil,"Telesat Canada Ltd. (BCE, Inc.)",Canada,Commercial,Communications,GEO,35783.0,35791.0,9.49e-05,0.02,1436.1,5/20/2011,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2011-021A,37602.0
Telstar 18,NR,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Multinational,Commercial,Communications,GEO,35778.0,35795.0,0.000202,0.01,1436.1,6/29/2004,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SL,2004-024A,28364.0
TerraSAR X 1,Germany,German Aerospace Center (DLR)/Infoterra,Germany,Government/Commercial,Earth Observation,LEO,507.0,509.0,0.000145,97.5,94.8,6/15/2007,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2007-026A,31698.0
TerraStar 1,USA,TerraStar Corporation,USA,Commercial,Communications,GEO,35783.0,35791.0,9.49e-05,5.94,1436.11,7/1/2009,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2009-035A,35496.0
TET-1,Germany,German Aerospace Center,Germany,Commercial,Technology Development,LEO,501.0,505.0,0.000291,97.5,94.7,7/22/2012,Kayser-Threde GmbH,Germany,Baikonur Cosmodrome,Soyuz-Fregat,2012-039D,38710.0
Thaicom-4,NR,Thaicom Public Company Ltd. ,Thailand,Commercial,Communications,GEO,35775.0,35798.0,0.000273,0.0,1436.1,8/11/2005,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,2005-028A,28786.0
Thaicom-5,NR,Thaicom Public Company Ltd. ,Thailand,Commercial,Communications,GEO,35777.0,35796.0,0.000225,0.04,1436.1,5/27/2006,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2006-020B,29163.0
Thaicom-6,NR,Thaicom Public Company Ltd. ,Thailand,Commercial,Communications,GEO,35786.0,35796.0,0.000119,0.05,1436.3,1/6/2014,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9,2014-002A,39500.0
Thaicom-8,NR,Thaicom Public Company Ltd. ,Thailand,Commercial,Communications,GEO,35843.0,35890.0,0.000556,0.03,1440.09,5/27/2016,Orbital ATK,USA,Cape Canaveral,Falcon 9,2016-031A,41552.0
THEMIS A,USA,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Multinational,Government/Civil,Space Science,Elliptical,461.0,87304.0,0.864,15.7,1868.98,2/17/2007,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004A,30580.0
THEMIS D,USA,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Multinational,Government/Civil,Space Science,Elliptical,467.0,87260.0,0.864,15.7,1867.91,2/17/2007,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004D,30797.0
THEMIS E,USA,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Multinational,Government/Civil,Space Science,Elliptical,474.0,87526.0,0.864,15.7,1875.53,2/17/2007,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004E,30798.0
Theos,Thailand,Geo-Informatics and Space Technology Development Agency (GISTDA),Thailand,Government,Earth Observation,LEO,824.0,826.0,0.000139,98.7,101.4,10/1/2008,EADS Astrium,France,Dombarovsky Air Base,Dnepr,2008-049A,33396.0
Thor-3,Norway,Telenor Satellite Broadcasting,Norway,Commercial,Communications,GEO,35777.0,35795.0,0.000213,0.07,1436.07,6/10/1998,Boeing Satellite Systems,USA,Cape Canaveral,Delta 2,1998-035A,25358.0
Thor-5 ,Norway,Telenor Satellite Broadcasting,Norway,Commercial,Communications,GEO,35773.0,35798.0,0.000297,0.01,1436.1,2/11/2008,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,2008-006A,32487.0
Thor-6,Norway,Telenor Satellite Broadcasting,Norway,Commercial,Communications,GEO,35779.0,35794.0,0.000178,0.02,1436.1,10/29/2009,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2009-058B,36033.0
Thor-7,Norway,Telenor Satellite Broadcasting,Norway,Commercial,Communications,GEO,35727.0,35741.0,0.000166,0.0,1433.4,4/26/2015,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2015-022A,40613.0
